ID,TransactionDate,CustomerName,Amount,Status,Region
TXN-196193,2024-12-22,Elena Rodriguez,483.89,Pending,South
TXN-102851,2024-12-10,Sam Wilson,361.76,Pending,North
TXN-108885,2024-12-27,Bob Johnson,169.99,Completed,East
TXN-200666,2024-12-20,John Doe,217.88,Pending,West
TXN-161159,2024-12-13,Alice Brown,199.94,Completed,North
TXN-081031,2024-12-15,Sam Wilson,454.48,Pending,East
TXN-186546,2024-12-05,Elena Rodriguez,159.88,Pending,North
TXN-156019,2024-12-05,Alice Brown,190.01,Cancelled,North
TXN-155853,2024-12-10,Charlie Davis,232.67,Pending,North
TXN-024637,2024-12-28,John Doe,191.85,Completed,West
TXN-034376,2024-12-28,Charlie Davis,141.33,Cancelled,North
TXN-025149,2024-12-04,Charlie Davis,388.79,Pending,North
TXN-047079,2024-12-27,Bob Johnson,305.09,Cancelled,East
TXN-161467,2024-12-14,Bob Johnson,328.54,Pending,West
TXN-033117,2024-12-22,Elena Rodriguez,174.69,Cancelled,East
TXN-024222,2024-12-11,Sam Wilson,34.14,Pending,North
TXN-054760,2024-12-09,Elena Rodriguez,491.69,Completed,West
TXN-166777,2024-12-10,Sam Wilson,269.74,Pending,North
TXN-040601,2024-12-22,Elena Rodriguez,390.05,Pending,East
TXN-197924,2024-12-12,John Doe,242.98,Completed,South
TXN-199227,2024-12-23,Alice Brown,435.22,Pending,South
TXN-024687,2024-12-22,Charlie Davis,147.93,Cancelled,North
TXN-107752,2024-12-10,Sam Wilson,144.05,Pending,West
TXN-020490,2024-12-29,Sam Wilson,51.04,Completed,East
TXN-171879,2024-12-22,Alice Brown,199.06,Pending,South
TXN-142512,2024-12-21,Alice Brown,386.53,Pending,West
TXN-155656,2024-12-25,Sam Wilson,465.21,Pending,North
TXN-196313,2024-12-03,Elena Rodriguez,473.39,Cancelled,North
TXN-181007,2024-12-29,Sam Wilson,130.44,Pending,North
TXN-173782,2024-12-31,Jane Smith,473.77,Pending,East
TXN-027023,2024-12-09,Charlie Davis,443.77,Pending,West
TXN-133298,2024-12-30,Alice Brown,103.07,Completed,East
TXN-145050,2024-12-26,Jane Smith,452.26,Completed,North
TXN-156423,2024-12-21,Jane Smith,341.55,Pending,West
TXN-208843,2024-12-15,Elena Rodriguez,337.47,Completed,North
TXN-012579,2024-12-28,Sam Wilson,347.53,Completed,West
TXN-049368,2024-12-12,Alice Brown,435.41,Cancelled,West
TXN-068765,2024-12-12,Jane Smith,276.21,Pending,North
TXN-104840,2024-12-26,Jane Smith,147.7,Pending,South
TXN-142404,2024-12-06,John Doe,178.14,Cancelled,South
TXN-115476,2024-12-12,Jane Smith,78.82,Completed,North
TXN-148117,2024-12-20,Charlie Davis,315.34,Pending,North
TXN-075447,2024-12-19,Elena Rodriguez,412.92,Pending,West
TXN-148317,2024-12-16,Jane Smith,98.81,Completed,South
TXN-180516,2024-12-24,Alice Brown,241.21,Pending,East
TXN-064197,2024-12-10,Alice Brown,491.23,Cancelled,South
TXN-123584,2024-12-03,Jane Smith,379.88,Pending,East
TXN-164172,2024-12-19,Elena Rodriguez,208.41,Cancelled,North
TXN-102561,2024-12-23,Bob Johnson,134.29,Pending,East
TXN-114784,2024-12-10,Alice Brown,400.51,Pending,North
TXN-082064,2024-12-31,John Doe,430.55,Pending,East
TXN-070749,2024-12-10,Elena Rodriguez,32.42,Pending,North
TXN-085777,2024-12-16,Alice Brown,373.83,Completed,West
TXN-071649,2024-12-27,Bob Johnson,408.87,Pending,South
TXN-058814,2024-12-30,John Doe,214.13,Cancelled,West
TXN-185382,2024-12-02,Bob Johnson,197.54,Cancelled,East
TXN-123454,2024-12-07,Elena Rodriguez,415.34,Pending,West
TXN-028664,2024-12-13,Charlie Davis,12.29,Completed,West
TXN-066067,2024-12-11,Charlie Davis,461.45,Cancelled,South
TXN-182512,2024-12-03,Alice Brown,364.23,Completed,South
TXN-194322,2024-12-21,Alice Brown,255.82,Cancelled,West
TXN-160988,2024-12-08,Bob Johnson,123.7,Pending,East
TXN-158367,2024-12-05,Jane Smith,473.95,Pending,North
TXN-179939,2024-12-24,Charlie Davis,273.42,Cancelled,East
TXN-110922,2024-12-07,Alice Brown,281.45,Pending,East
TXN-076855,2024-12-05,John Doe,64.89,Completed,West
TXN-136698,2024-12-11,Bob Johnson,278.92,Cancelled,East
TXN-019506,2024-12-03,Alice Brown,422.34,Cancelled,North
TXN-069762,2024-12-02,Charlie Davis,176.39,Pending,North
TXN-132734,2024-12-23,Bob Johnson,321.13,Completed,North
TXN-004998,2024-12-02,John Doe,86.18,Cancelled,South
TXN-047600,2024-12-10,Jane Smith,287.0,Pending,North
TXN-138040,2024-12-26,Jane Smith,329.21,Cancelled,South
TXN-118015,2024-12-24,Jane Smith,413.58,Completed,East
TXN-027735,2024-12-02,Jane Smith,319.28,Cancelled,North
TXN-126447,2024-12-13,Jane Smith,353.93,Pending,North
TXN-109598,2024-12-06,Bob Johnson,50.49,Pending,North
TXN-189223,2024-12-11,Bob Johnson,348.06,Cancelled,North
TXN-067018,2024-12-10,Alice Brown,475.91,Completed,South
TXN-071468,2024-12-24,Sam Wilson,488.22,Cancelled,South
TXN-164904,2024-12-31,Jane Smith,317.79,Completed,North
TXN-209995,2024-12-06,Bob Johnson,215.31,Cancelled,West
TXN-186938,2024-12-27,John Doe,28.57,Completed,South
TXN-102664,2024-12-20,Charlie Davis,325.9,Completed,East
TXN-149261,2024-12-14,Sam Wilson,277.53,Pending,East
TXN-031563,2024-12-04,Bob Johnson,310.84,Pending,South
TXN-128824,2024-12-31,Charlie Davis,284.74,Completed,West
TXN-060285,2024-12-05,John Doe,353.47,Pending,South
TXN-017382,2024-12-30,Alice Brown,140.06,Cancelled,East
TXN-168089,2024-12-19,Sam Wilson,427.95,Cancelled,East
TXN-126678,2024-12-21,Bob Johnson,356.17,Pending,South
TXN-133108,2024-12-25,Sam Wilson,289.94,Completed,North
TXN-037027,2024-12-10,Sam Wilson,281.8,Completed,South
TXN-061742,2024-12-24,John Doe,156.08,Cancelled,South
TXN-130049,2024-12-07,Elena Rodriguez,221.19,Completed,East
TXN-004876,2024-12-28,Sam Wilson,277.12,Completed,West
TXN-042790,2024-12-10,John Doe,137.67,Pending,North
TXN-061146,2024-12-03,Sam Wilson,367.57,Completed,East
TXN-131958,2024-12-26,Jane Smith,133.59,Cancelled,North
TXN-026116,2024-12-23,John Doe,482.8,Pending,North
TXN-132382,2024-12-01,Elena Rodriguez,96.26,Cancelled,South
TXN-203807,2024-12-16,John Doe,358.51,Cancelled,South
TXN-026186,2024-12-17,Bob Johnson,159.19,Cancelled,East
TXN-144089,2024-12-09,Elena Rodriguez,482.94,Pending,East
TXN-083746,2024-12-04,Alice Brown,27.47,Pending,South
TXN-154050,2024-12-04,Charlie Davis,217.57,Pending,South
TXN-123410,2024-12-29,Charlie Davis,447.58,Pending,North
TXN-062199,2024-12-05,Charlie Davis,219.67,Cancelled,South
TXN-075664,2024-12-15,Jane Smith,263.28,Cancelled,South
TXN-199435,2024-12-26,Jane Smith,67.2,Pending,West
TXN-156662,2024-12-24,Jane Smith,319.42,Pending,North
TXN-051352,2024-12-13,John Doe,404.01,Pending,East
TXN-164579,2024-12-01,John Doe,72.77,Cancelled,South
TXN-092403,2024-12-26,Charlie Davis,183.6,Cancelled,West
TXN-007384,2024-12-15,Elena Rodriguez,80.92,Pending,North
TXN-086219,2024-12-16,Alice Brown,343.18,Pending,South
TXN-002468,2024-12-09,John Doe,297.92,Cancelled,East
TXN-083111,2024-12-03,Sam Wilson,381.2,Completed,East
TXN-090604,2024-12-24,Sam Wilson,241.39,Completed,North
TXN-120679,2024-12-03,Jane Smith,490.52,Completed,South
TXN-008323,2024-12-16,John Doe,463.76,Cancelled,North
TXN-006902,2024-12-28,Elena Rodriguez,392.72,Pending,North
TXN-056730,2024-12-25,John Doe,374.6,Pending,West
TXN-162292,2024-12-09,Alice Brown,316.08,Pending,South
TXN-185785,2024-12-23,Elena Rodriguez,403.33,Completed,South
TXN-199072,2024-12-08,Alice Brown,175.2,Pending,South
TXN-031830,2024-12-03,Charlie Davis,344.61,Completed,South
TXN-052603,2024-12-22,Sam Wilson,108.4,Pending,West
TXN-016053,2024-12-15,John Doe,269.2,Pending,West
TXN-169085,2024-12-24,John Doe,36.95,Cancelled,South
TXN-068558,2024-12-21,Alice Brown,60.91,Completed,North
TXN-116388,2024-12-08,Jane Smith,429.77,Pending,East
TXN-110089,2024-12-28,Bob Johnson,78.24,Pending,North
TXN-141643,2024-12-28,Jane Smith,80.0,Pending,North
TXN-136574,2024-12-07,Sam Wilson,279.39,Pending,West
TXN-132802,2024-12-31,Alice Brown,309.87,Completed,East
TXN-040204,2024-12-03,Bob Johnson,182.95,Completed,West
TXN-107803,2024-12-10,John Doe,329.79,Pending,West
TXN-002917,2024-12-18,Charlie Davis,474.33,Pending,West
TXN-144648,2024-12-07,Alice Brown,131.16,Completed,East
TXN-162554,2024-12-21,Bob Johnson,120.08,Completed,North
TXN-011621,2024-12-06,John Doe,148.9,Cancelled,North
TXN-090016,2024-12-13,John Doe,173.07,Pending,West
TXN-016886,2024-12-15,Bob Johnson,63.01,Cancelled,East
TXN-071708,2024-12-04,Jane Smith,336.07,Completed,South
TXN-122740,2024-12-18,Charlie Davis,326.46,Pending,West
TXN-025994,2024-12-29,Elena Rodriguez,313.74,Pending,West
TXN-103983,2024-12-14,Sam Wilson,402.43,Completed,North
TXN-050762,2024-12-07,Alice Brown,431.15,Pending,North
TXN-088698,2024-12-31,Charlie Davis,332.16,Pending,South
TXN-191774,2024-12-23,Jane Smith,395.1,Pending,West
TXN-026663,2024-12-23,Elena Rodriguez,263.94,Cancelled,South
TXN-201907,2024-12-04,John Doe,495.61,Completed,East
TXN-017709,2024-12-25,Sam Wilson,180.8,Completed,West
TXN-090984,2024-12-03,Jane Smith,253.95,Cancelled,East
TXN-134610,2024-12-13,John Doe,341.01,Pending,North
TXN-168313,2024-12-17,Jane Smith,59.58,Pending,North
TXN-055620,2024-12-02,Jane Smith,280.47,Pending,North
TXN-206563,2024-12-28,John Doe,360.9,Completed,West
TXN-034323,2024-12-27,Elena Rodriguez,312.39,Cancelled,South
TXN-036652,2024-12-24,Jane Smith,271.36,Cancelled,West
TXN-066238,2024-12-20,Alice Brown,190.04,Pending,West
TXN-095200,2024-12-26,John Doe,285.26,Completed,North
TXN-005947,2024-12-29,Elena Rodriguez,332.16,Pending,West
TXN-105040,2024-12-09,Charlie Davis,395.66,Cancelled,South
TXN-105677,2024-12-29,Sam Wilson,355.92,Pending,East
TXN-123272,2024-12-26,Jane Smith,152.71,Cancelled,West
TXN-026192,2024-12-27,Charlie Davis,424.64,Completed,South
TXN-042574,2024-12-04,Charlie Davis,128.42,Completed,North
TXN-071733,2024-12-22,John Doe,321.51,Completed,North
TXN-171802,2024-12-26,Jane Smith,425.27,Cancelled,North
TXN-126048,2024-12-03,Jane Smith,414.57,Pending,North
TXN-071925,2024-12-13,Bob Johnson,469.52,Pending,East
TXN-012856,2024-12-07,Bob Johnson,347.48,Cancelled,North
TXN-095807,2024-12-11,Alice Brown,329.56,Completed,North
TXN-017867,2024-12-12,Sam Wilson,132.92,Cancelled,West
TXN-043785,2024-12-08,Charlie Davis,326.2,Cancelled,East
TXN-203544,2024-12-20,Elena Rodriguez,119.88,Cancelled,East
TXN-029611,2024-12-29,Jane Smith,28.13,Pending,North
TXN-011968,2024-12-11,Sam Wilson,132.35,Completed,West
TXN-002067,2024-12-14,Sam Wilson,203.72,Cancelled,West
TXN-175668,2024-12-23,Jane Smith,97.48,Completed,West
TXN-126077,2024-12-22,Bob Johnson,122.24,Pending,West
TXN-073803,2024-12-27,Alice Brown,87.46,Completed,North
TXN-159327,2024-12-26,Alice Brown,181.91,Cancelled,West
TXN-074101,2024-12-16,Jane Smith,101.38,Pending,East
TXN-090912,2024-12-20,Alice Brown,130.25,Completed,East
TXN-045253,2024-12-28,Bob Johnson,494.56,Completed,South
TXN-185370,2024-12-09,Charlie Davis,488.47,Cancelled,East
TXN-168304,2024-12-27,Bob Johnson,121.49,Pending,East
TXN-176814,2024-12-08,Sam Wilson,389.12,Pending,West
TXN-103704,2024-12-21,Alice Brown,144.69,Completed,North
TXN-097151,2024-12-17,Charlie Davis,167.75,Cancelled,East
TXN-023398,2024-12-15,Charlie Davis,152.04,Completed,North
TXN-057869,2024-12-29,Charlie Davis,469.36,Completed,West
TXN-133572,2024-12-07,Charlie Davis,352.74,Cancelled,North
TXN-141739,2024-12-30,Jane Smith,495.71,Pending,East
TXN-033057,2024-12-01,Sam Wilson,323.59,Completed,South
TXN-067157,2024-12-25,Elena Rodriguez,308.72,Cancelled,East
TXN-181722,2024-12-21,Charlie Davis,111.39,Completed,South
TXN-164475,2024-12-28,Elena Rodriguez,308.45,Completed,North
TXN-185463,2024-12-06,John Doe,176.13,Pending,West
TXN-134879,2024-12-24,Sam Wilson,89.04,Cancelled,South
TXN-002301,2024-12-11,Alice Brown,252.15,Cancelled,East
TXN-124387,2024-12-19,John Doe,215.07,Completed,East
TXN-025626,2024-12-13,John Doe,312.57,Cancelled,West
TXN-059137,2024-12-01,Sam Wilson,263.56,Completed,North
TXN-142828,2024-12-06,Jane Smith,129.54,Completed,West
TXN-177500,2024-12-11,Bob Johnson,284.09,Completed,East
TXN-118279,2024-12-21,John Doe,347.91,Completed,West
TXN-068367,2024-12-20,Jane Smith,349.93,Completed,North
TXN-113549,2024-12-25,John Doe,220.49,Pending,South
TXN-132514,2024-12-25,Jane Smith,191.62,Pending,East
TXN-056783,2024-12-22,Elena Rodriguez,426.44,Completed,South
TXN-028063,2024-12-02,Charlie Davis,271.52,Pending,East
TXN-100560,2024-12-14,Elena Rodriguez,260.72,Cancelled,South
TXN-205585,2024-12-03,John Doe,346.01,Pending,South
TXN-060429,2024-12-12,Elena Rodriguez,262.15,Pending,East
TXN-085367,2024-12-26,Elena Rodriguez,196.49,Cancelled,East
TXN-165036,2024-12-02,Sam Wilson,307.58,Cancelled,South
TXN-199735,2024-12-13,Sam Wilson,88.06,Pending,West
TXN-036432,2024-12-30,John Doe,154.34,Completed,South
TXN-110803,2024-12-05,Jane Smith,300.09,Pending,South
TXN-139087,2024-12-02,John Doe,190.03,Pending,West
TXN-054599,2024-12-26,John Doe,493.71,Pending,East
TXN-020778,2024-12-01,Sam Wilson,351.4,Completed,East
TXN-095372,2024-12-23,Charlie Davis,118.5,Pending,East
TXN-130694,2024-12-20,Jane Smith,48.47,Completed,East
TXN-170295,2024-12-16,Sam Wilson,398.42,Pending,North
TXN-008965,2024-12-13,John Doe,187.5,Completed,East
TXN-189564,2024-12-29,John Doe,108.19,Cancelled,North
TXN-131559,2024-12-09,Alice Brown,68.46,Completed,West
TXN-014694,2024-12-26,John Doe,276.01,Completed,South
TXN-117830,2024-12-24,John Doe,258.8,Completed,South
TXN-189525,2024-12-04,Alice Brown,156.47,Pending,East
TXN-029411,2024-12-28,John Doe,268.06,Completed,South
TXN-095423,2024-12-25,Sam Wilson,11.67,Pending,West
TXN-127835,2024-12-21,Elena Rodriguez,112.52,Cancelled,South
TXN-151489,2024-12-23,Sam Wilson,168.69,Pending,West
TXN-113541,2024-12-25,John Doe,305.57,Pending,East
TXN-073556,2024-12-29,Alice Brown,111.61,Completed,East
TXN-162350,2024-12-17,Charlie Davis,326.49,Completed,North
TXN-145199,2024-12-29,Bob Johnson,323.42,Completed,East
TXN-063452,2024-12-01,Charlie Davis,448.78,Pending,South
TXN-045178,2024-12-25,Jane Smith,302.19,Completed,North
TXN-178577,2024-12-15,Charlie Davis,118.31,Cancelled,West
TXN-089349,2024-12-27,Bob Johnson,383.16,Cancelled,North
TXN-127353,2024-12-07,Alice Brown,292.19,Completed,North
TXN-161707,2024-12-25,John Doe,86.56,Pending,North
TXN-004322,2024-12-04,Elena Rodriguez,302.74,Cancelled,East
TXN-145657,2024-12-17,Jane Smith,47.57,Completed,South
TXN-051396,2024-12-02,Sam Wilson,241.54,Completed,North
TXN-160878,2024-12-19,Bob Johnson,259.21,Completed,East
TXN-097218,2024-12-28,Charlie Davis,312.65,Completed,South
TXN-162064,2024-12-17,Elena Rodriguez,420.83,Completed,North
TXN-091798,2024-12-21,Sam Wilson,427.51,Pending,West
TXN-099657,2024-12-10,Jane Smith,261.56,Completed,East
TXN-066858,2024-12-07,Bob Johnson,207.81,Cancelled,South
TXN-116414,2024-12-06,Elena Rodriguez,161.65,Pending,East
TXN-050448,2024-12-24,Charlie Davis,184.96,Pending,North
TXN-208242,2024-12-12,Alice Brown,82.71,Pending,East
TXN-066777,2024-12-19,Sam Wilson,304.83,Pending,East
TXN-131781,2024-12-29,Alice Brown,262.03,Cancelled,North
TXN-009726,2024-12-31,Charlie Davis,226.64,Pending,North
TXN-207373,2024-12-04,Jane Smith,303.81,Pending,South
TXN-050056,2024-12-23,Jane Smith,153.36,Pending,South
TXN-148273,2024-12-29,Bob Johnson,372.56,Cancelled,North
TXN-150328,2024-12-10,John Doe,47.54,Completed,North
TXN-045872,2024-12-21,Alice Brown,262.7,Pending,North
TXN-183241,2024-12-23,Elena Rodriguez,143.84,Cancelled,East
TXN-112034,2024-12-01,Bob Johnson,82.18,Pending,West
TXN-185407,2024-12-16,Elena Rodriguez,297.23,Completed,South
TXN-047363,2024-12-15,Alice Brown,167.62,Pending,East
TXN-029931,2024-12-22,Alice Brown,392.94,Completed,South
TXN-185915,2024-12-26,Sam Wilson,76.92,Pending,South
TXN-078854,2024-12-03,Elena Rodriguez,104.61,Pending,East
TXN-200632,2024-12-19,Elena Rodriguez,97.12,Pending,South
TXN-121776,2024-12-25,Alice Brown,419.47,Pending,East
TXN-206977,2024-12-11,Bob Johnson,64.91,Completed,North
TXN-067853,2024-12-05,Bob Johnson,292.03,Pending,South
TXN-154983,2024-12-04,Elena Rodriguez,101.91,Pending,East
TXN-058376,2024-12-02,Bob Johnson,473.57,Cancelled,South
TXN-098036,2024-12-22,Jane Smith,245.31,Pending,South
TXN-019786,2024-12-11,Bob Johnson,139.05,Completed,South
TXN-017469,2024-12-21,Sam Wilson,53.98,Pending,West
TXN-065908,2024-12-25,Jane Smith,481.93,Pending,North
TXN-181808,2024-12-17,Bob Johnson,290.99,Cancelled,West
TXN-167743,2024-12-15,Charlie Davis,51.38,Cancelled,East
TXN-012179,2024-12-08,Jane Smith,108.74,Pending,North
TXN-076462,2024-12-26,John Doe,300.7,Cancelled,West
TXN-067544,2024-12-07,Bob Johnson,394.3,Completed,North
TXN-095925,2024-12-15,Sam Wilson,324.62,Pending,East
TXN-048398,2024-12-31,John Doe,246.73,Completed,East
TXN-017601,2024-12-25,John Doe,122.63,Completed,North
TXN-012623,2024-12-06,Jane Smith,78.17,Pending,North
TXN-206757,2024-12-25,Alice Brown,77.14,Completed,North
TXN-051166,2024-12-30,John Doe,263.06,Cancelled,East
TXN-190735,2024-12-15,Elena Rodriguez,151.98,Cancelled,North
TXN-193806,2024-12-29,Alice Brown,233.45,Pending,South
TXN-067657,2024-12-18,Charlie Davis,117.41,Completed,North
TXN-071759,2024-12-07,Elena Rodriguez,394.87,Cancelled,East
TXN-070003,2024-12-12,Elena Rodriguez,173.77,Completed,North
TXN-019167,2024-12-03,Bob Johnson,196.93,Cancelled,South
TXN-159865,2024-12-24,Alice Brown,331.52,Completed,South
TXN-133070,2024-12-11,Alice Brown,342.02,Pending,South
TXN-022744,2024-12-21,Elena Rodriguez,184.33,Pending,South
TXN-011580,2024-12-18,John Doe,335.32,Cancelled,West
TXN-081052,2024-12-07,Elena Rodriguez,437.95,Cancelled,South
TXN-055626,2024-12-30,Elena Rodriguez,466.14,Cancelled,West
TXN-042501,2024-12-15,Elena Rodriguez,256.81,Cancelled,North
TXN-156322,2024-12-29,Jane Smith,396.9,Cancelled,South
TXN-058848,2024-12-30,Sam Wilson,414.74,Cancelled,West
TXN-158438,2024-12-04,Bob Johnson,434.76,Completed,North
TXN-002277,2024-12-16,Elena Rodriguez,395.68,Pending,North
TXN-071210,2024-12-01,Bob Johnson,305.15,Completed,West
TXN-001689,2024-12-09,Elena Rodriguez,463.61,Completed,South
TXN-192752,2024-12-09,Charlie Davis,251.78,Completed,South
TXN-195203,2024-12-02,Sam Wilson,435.93,Completed,South
TXN-151002,2024-12-11,Bob Johnson,428.2,Completed,South
TXN-080623,2024-12-05,John Doe,141.51,Pending,East
TXN-155180,2024-12-29,Sam Wilson,427.65,Completed,North
TXN-187899,2024-12-14,Elena Rodriguez,286.98,Cancelled,East
TXN-177520,2024-12-17,Bob Johnson,64.65,Cancelled,North
TXN-140268,2024-12-05,John Doe,190.58,Completed,West
TXN-157284,2024-12-16,Alice Brown,233.81,Completed,East
TXN-061375,2024-12-04,Alice Brown,364.74,Completed,West
TXN-016499,2024-12-10,John Doe,43.32,Pending,North
TXN-085453,2024-12-28,Sam Wilson,374.3,Completed,West
TXN-197739,2024-12-26,Elena Rodriguez,381.09,Pending,South
TXN-123754,2024-12-09,John Doe,474.53,Cancelled,North
TXN-121999,2024-12-19,Bob Johnson,55.08,Completed,West
TXN-042427,2024-12-30,Elena Rodriguez,305.58,Cancelled,North
TXN-029292,2024-12-06,Sam Wilson,17.63,Cancelled,East
TXN-051689,2024-12-04,John Doe,389.24,Completed,West
TXN-176787,2024-12-18,Sam Wilson,367.38,Cancelled,North
TXN-153202,2024-12-05,Sam Wilson,291.76,Pending,North
TXN-015913,2024-12-15,Elena Rodriguez,255.55,Cancelled,North
TXN-054675,2024-12-08,Elena Rodriguez,96.56,Cancelled,North
TXN-099742,2024-12-29,John Doe,447.58,Cancelled,East
TXN-061127,2024-12-09,Charlie Davis,469.72,Pending,South
TXN-126393,2024-12-26,Alice Brown,231.93,Completed,South
TXN-136741,2024-12-02,Alice Brown,253.82,Pending,South
TXN-158079,2024-12-14,Jane Smith,210.39,Cancelled,North
TXN-086137,2024-12-26,Sam Wilson,333.31,Completed,West
TXN-058113,2024-12-28,Alice Brown,442.49,Pending,South
TXN-137376,2024-12-03,Bob Johnson,273.17,Completed,West
TXN-160757,2024-12-03,Elena Rodriguez,142.69,Pending,South
TXN-060126,2024-12-18,Charlie Davis,157.46,Pending,North
TXN-151976,2024-12-09,Elena Rodriguez,218.36,Cancelled,North
TXN-095172,2024-12-19,Bob Johnson,482.96,Cancelled,East
TXN-091509,2024-12-18,Sam Wilson,233.77,Pending,East
TXN-140638,2024-12-14,Sam Wilson,74.95,Pending,West
TXN-194100,2024-12-06,John Doe,129.22,Cancelled,North
TXN-102709,2024-12-23,Bob Johnson,18.79,Pending,West
TXN-018120,2024-12-06,Bob Johnson,126.78,Pending,West
TXN-024290,2024-12-31,Elena Rodriguez,280.11,Completed,South
TXN-183577,2024-12-01,John Doe,85.02,Cancelled,West
TXN-181069,2024-12-20,Charlie Davis,179.34,Cancelled,North
TXN-133561,2024-12-31,Jane Smith,417.2,Pending,West
TXN-114073,2024-12-26,Alice Brown,72.53,Cancelled,West
TXN-056656,2024-12-05,Jane Smith,296.96,Cancelled,East
TXN-005322,2024-12-09,Sam Wilson,86.72,Completed,South
TXN-049229,2024-12-31,Alice Brown,347.88,Pending,West
TXN-047239,2024-12-09,Bob Johnson,381.22,Pending,West
TXN-173536,2024-12-04,Bob Johnson,313.63,Cancelled,North
TXN-130132,2024-12-15,John Doe,386.68,Pending,East
TXN-078347,2024-12-26,Charlie Davis,450.47,Pending,West
TXN-136071,2024-12-09,Alice Brown,35.66,Completed,South
TXN-158953,2024-12-25,Sam Wilson,283.54,Completed,West
TXN-101165,2024-12-22,Bob Johnson,354.34,Pending,North
TXN-037674,2024-12-05,Elena Rodriguez,283.53,Cancelled,North
TXN-203735,2024-12-14,Elena Rodriguez,220.22,Completed,North
TXN-199741,2024-12-03,Elena Rodriguez,342.08,Cancelled,North
TXN-096830,2024-12-15,John Doe,65.06,Cancelled,West
TXN-124990,2024-12-14,John Doe,224.6,Cancelled,South
TXN-107429,2024-12-09,Elena Rodriguez,490.24,Completed,North
TXN-020505,2024-12-14,Bob Johnson,262.71,Pending,West
TXN-018332,2024-12-27,Alice Brown,341.65,Cancelled,South
TXN-177148,2024-12-18,Charlie Davis,15.69,Pending,West
TXN-077147,2024-12-26,Bob Johnson,455.38,Cancelled,South
TXN-110483,2024-12-16,John Doe,387.02,Pending,West
TXN-099790,2024-12-09,Bob Johnson,308.88,Completed,East
TXN-177815,2024-12-10,Bob Johnson,132.27,Completed,South
TXN-152693,2024-12-01,Charlie Davis,199.69,Completed,East
TXN-131798,2024-12-16,Elena Rodriguez,122.85,Cancelled,West
TXN-001095,2024-12-13,Sam Wilson,306.18,Cancelled,West
TXN-030653,2024-12-23,John Doe,426.94,Completed,North
TXN-038061,2024-12-15,Alice Brown,425.59,Cancelled,South
TXN-013180,2024-12-16,Bob Johnson,212.68,Cancelled,West
TXN-024015,2024-12-02,Jane Smith,135.86,Cancelled,East
TXN-029753,2024-12-30,Alice Brown,319.41,Pending,North
TXN-166004,2024-12-12,Charlie Davis,340.11,Pending,East
TXN-084463,2024-12-25,Alice Brown,295.41,Cancelled,South
TXN-055777,2024-12-17,Charlie Davis,130.9,Pending,West
TXN-035916,2024-12-15,Sam Wilson,407.67,Cancelled,East
TXN-181718,2024-12-28,Jane Smith,75.85,Completed,East
TXN-011511,2024-12-12,Charlie Davis,71.91,Completed,South
TXN-016866,2024-12-02,Charlie Davis,274.17,Completed,South
TXN-201486,2024-12-08,John Doe,440.17,Cancelled,West
TXN-156016,2024-12-27,Jane Smith,121.09,Completed,South
TXN-042110,2024-12-25,Elena Rodriguez,197.21,Completed,West
TXN-190856,2024-12-25,Charlie Davis,118.82,Pending,North
TXN-200269,2024-12-17,Alice Brown,104.84,Cancelled,South
TXN-151758,2024-12-05,Jane Smith,81.09,Cancelled,East
TXN-118240,2024-12-25,Sam Wilson,374.65,Pending,North
TXN-020647,2024-12-27,John Doe,407.96,Pending,South
TXN-158670,2024-12-18,Alice Brown,79.89,Cancelled,West
TXN-153086,2024-12-14,Sam Wilson,254.21,Completed,North
TXN-023195,2024-12-14,Charlie Davis,286.87,Cancelled,West
TXN-032191,2024-12-03,Jane Smith,366.43,Completed,West
TXN-188853,2024-12-01,Charlie Davis,206.65,Pending,East
TXN-120642,2024-12-14,John Doe,101.18,Cancelled,North
TXN-041497,2024-12-09,Alice Brown,462.57,Pending,South
TXN-166342,2024-12-31,John Doe,240.87,Completed,East
TXN-090476,2024-12-23,Elena Rodriguez,57.04,Pending,North
TXN-002085,2024-12-15,John Doe,208.91,Completed,East
TXN-170666,2024-12-17,Jane Smith,482.66,Completed,West
TXN-169772,2024-12-05,Elena Rodriguez,496.06,Completed,East
TXN-044334,2024-12-12,Jane Smith,253.75,Cancelled,East
TXN-168096,2024-12-28,Bob Johnson,128.71,Completed,East
TXN-086101,2024-12-05,Alice Brown,454.18,Cancelled,West
TXN-003871,2024-12-10,Jane Smith,372.89,Pending,East
TXN-188762,2024-12-17,John Doe,128.08,Completed,South
TXN-151868,2024-12-27,Charlie Davis,71.32,Cancelled,North
TXN-030001,2024-12-05,Jane Smith,296.6,Completed,East
TXN-111533,2024-12-18,Jane Smith,183.0,Completed,West
TXN-122019,2024-12-26,Bob Johnson,419.59,Completed,West
TXN-111115,2024-12-18,Sam Wilson,248.13,Cancelled,East
TXN-122955,2024-12-27,Charlie Davis,247.14,Pending,East
TXN-130556,2024-12-24,Sam Wilson,71.46,Cancelled,West
TXN-191341,2024-12-06,Charlie Davis,145.88,Completed,East
TXN-104655,2024-12-12,Jane Smith,314.56,Pending,East
TXN-179072,2024-12-12,Charlie Davis,474.01,Cancelled,East
TXN-152386,2024-12-17,Sam Wilson,27.78,Cancelled,West
TXN-093151,2024-12-12,Sam Wilson,211.4,Pending,West
